App,Developer,Type,Rates,Downloads+,Last_reviews
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Me gusta la idea de tomarnos un momento a pensar y analizar nuestras respuestas. Nos ayuda a tomar conciencia. También tiene una opción para poner una nota de lo que quieras del día, lo cual nos ayuda a saber nuestro equilibrio mental a lo largo del tiempo. Me gustaría que tengan más opciones gratis...Opinión completa"
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,Tengo subscripción anual y estoy contenta hubo un problema y me lo solucionaron rapidísimo. La recomiendo!
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,"EXCELENTE. He ido a sesiones de Mindfullness y puedo decir que esta app realmente sirve a su propósito. LAMENTABLEMENTE ME SUSCRIBI POR UN AÑO Y FALTANDO 3 MESES TODO MI PROGRESO SE HA BORRADO Y ESTOY NUEVAMENTE EN LA VERSIÓN GRATUITA. NECESITO AYUDA, POR FAVOR"
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Ayuda a conocer más tu salud mental. Puedes utilizarlo sin necesidad de tener la versión premium, sus cursos son muy buenos."
Serenmind: tu app de ayuda psicológica,Serenmind,Salud y bienestar,4.3,5000,Es una app útil si tienes ansiedad y/o depresión y no quieres o no puedes ir al psicólogo. Fácil de utilizar y con la que se consiguen buenos resultados. El plan de terapia está bien organizado y te permite trabajar un poco cada día sin agobios. Muy recomendable.
Test de Depresión,MoodTools,Medicina,3.8,100000,Me siento horible ya que no se instala y tengo mucho almencemaniento me parece muy injusto.....
Test de Depresión,MoodTools,Medicina,3.8,100000,Saque un 27 savia que esto me ayuria
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"El diseño de la aplicación sale un poco movido(?) pero me ha funcionado excelente y me encanta en general, solo es ese pequeño detallito del diseño."
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,"Muy buena. La guía para aprender a meditar permite escoger el tiempo de la sesión, eso se adapta bien, además el contenido gratuito es bueno. Pienso comprar la versión completa cuando me sea posible."
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,Excelente juego. Me gustó mucho Solo que no muestra las estadísticas en algunos dispositivos. Tiene alguna solución y puedo recuperarlas de los juegos ya realizados?
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Excelente aplicación, me ayudo con mis problemas de ansiedad que en estos dias fueron intensos y aunque apenas la estoy usando me ha funcionando para relajarme, mil gracias, ya que tiene la opcion de si en estos momentos no puedes ser premium, te dan la oportunidad de ver esta sección por medio de a...Opinión completa"
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"La mejor app para meditar, lo que me gustaría que agreguen es cuando estás en una meditación que la barra de volumen que se encuentra en la parte inferior no desaparezca, y otra que al inicio el cuadro grande creo que jala muchos recursos sería mejor quitarla porque a veces no se queda en la sería d...Opinión completa"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"Es muy relajante, y en realidad muy sencillo, lo mejor es que tienen voces muy calmadas que te guían pasó a paso."
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,Me encanta leer muchisimo los articulos porque me han ayudado bastante a mi en lo personal a salir adelante .
"Isotonos - Relajación, Meditación, Salud",ronin2ninja,Salud y bienestar,4.5,100000,"La experiencia a sido excepcional. Con todas las opciones que tiene la aplicación, quisiera utilizarlas todas, pero la recomendación seria que cada persona revise sus prioridades. Y en cada opción mantenerla al menos 2 semanas, y en ultima utilizar 2 a la vez, una por la mañana y otra por la noche. ...Opinión completa"
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,Me encanta nunca lo habia hecho probe y siento que es la solution para mi insomnio .
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"La versión gratuita es una farsa, tienes 7 días de prueba pero sólo habilitan el contenido del primer día. Estoy dispuesta a pagar por una prueba de un mes, pero ofrecen un único pago anual (por productos que te orientan en 7 días). Divinos los sonidos de la naturaleza pero hay aplicaciones verdader...Opinión completa"
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"Es buena la aplicación, pero lo malo es que esta en ingles y puedo copiar el texto al menos para traducirlo."
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,"Hasta ahora de 10. Me gusta mucho sus melodías. Tenes para seleccionar sonidos de grillos, pájaros y tiempo. Muy tranquilizador para meditar"
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,"Excelente app, los sonidos, las voces son maravillosas, te llevan a una relajación total... Vale la pena descargarla y compartirla. Gracias por realizar una selección minuciosa de todos los aspectos de la App"
Eleva tu Autoestima y Superación Personal,Recetas Comida Dietas y más Apps gratis ComRecApps,Salud y bienestar,4.6,10000,Muy buena pero ma gustaría saber cómo hacer todo esto cuando se termina una relación amorosa... Cuando el corazón y la mente hacen q el auto estima sea mucho más critico
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"La aplicación es realmente agradable y efectiva. Es difícil para mí comunicarme con mis amigos y las demás personas, pero está aplicación brinda una experiencia muy similar a la vez que es productiva. Me ayuda a identificar mis problemas, maneras en las que debería actuar frente a ellos e incluso me...Opinión completa"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"No hay manera de registrarme me da constantemente error!! No puedo entrar a ""Soporte"" para ayuda tampoco. Es una pena! Por favor, que me recomiendan, sigo bien los pasos, pongo todos los datos y persiste el error!!"
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Muy buenos consejos de salud....me encanta la página....
Paradym: mental wellness,Paradym Beta,Salud y bienestar,4.5,1000,
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Es la mejor aplicación que he probado. El diseño que tiene genera un acompañamiento ideal, es muy dinámica, armoniosa y sencilla. La claridad con la que describen las explicaciones y su forma de expresarse transmiten paz y motivan a continuar las prácticas. La variedad de sesiones y temáticas que ab...Opinión completa"
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Excelentes artículos, muy interesantes y abarcan todo tipo de temas, ya sean de interés nutricional, médico, científico, etc."
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"Excelente aplicación, ayuda a meditar y a dar claridad. muy buena si sufres de ansiedad y esta llena de información muy buena"
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Excelente aplicación, se nota el trabajo de profesionales en la meditación, que hay atrás de esta App muchas gracias Ludovic por tomarte el tiempo de escribir y estar al pendiente de tu proyecto. la meditación es corta pero contundente, me gusta mucho. entiendo el concepto y estoy seguro que empezar...Opinión completa"
El Poder de la mente,Emprendedora apps,Estilo de vida,4.4,100000,"La verdad no se para que la actualizaron se supone que hablan del poder de la mente y ahora apuntan mas a lo financiero y ademas juegos !!! Ya aplicaciones de juegos ,Un desastre antes estaba interesante ahora noo la desinstalo !!!"
Salud Savia,SALUD SAVIA,Salud y bienestar,4.0,100000,"En fin, pensé que era una gran app pero no. No te contestan a tus dudas, dudas que se pueden responder sin necesidad de ir al hospital.. Porque no hablo de dudas de urgencia.. Y alguna más que otra un poco entonada en hablar, una vergüenza. 1 estrella y porque no puedo poner menos"
Serenmind: tu app de ayuda psicológica,Serenmind,Salud y bienestar,4.3,5000,Me parece una herramienta alucinante. Muy buen asistente para quien tenga dificultades para acceder presencialmente a un psicoterapeuta y mejor aún para complementar la terapia presencial. La inteligencia del equipo investigador que hay detrás se hace patente en la calidad de los contenidos. Recomie...Opinión completa
PNL práctico,Metta Apps,Estilo de vida,4.4,100000,El audio 11 tecnica del chasquido 1 y 2 wl audio se corta y perdes parte del ejercicio
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,Es muy buena aplicación. Excelente. Es fácil de usar y tiene muchas preguntas que te ayudan a entender más sobre tí. La recomiendo mucho. La versión gratuita tiene lo suficiente para ayudarte y darte evaluaciones de tu salud mental. La versión Premium parece tener más recursos sobre cómo cambiar los...Opinión completa
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,"Me encantó esta aplicación, porque me gusta meditar, me ayuda en mi día a día a enfrentar las cosas que se presentan a dar las gracias por lo que tengo y por lo que vendrá, me encantó porque es completa, correcta y te llena de paz y tranquilidad La recomiendo para todos de todas las edades porque es...Opinión completa"
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,"Magnifico!! Ayuda mucho a relajarse,,,tanto q a veces me quedo hasta dormida,,,la voz de la chica muy dulce, lo recomiendo!"
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"Muy buena aplicación la recomiendo, me gusta que se pueda hacer una copia de seguridad fácilmente y luego exportala cuando quieras. Ya casi termino el año"
"Isotonos - Relajación, Meditación, Salud",ronin2ninja,Salud y bienestar,4.5,100000,"Hay algunos isotonos que no suenan y otros que se detienen súbitamente y al cabo de unos segundos sigue, lo cual es molesto. Por lo demás, bien. No son ni milagrosos ni mágicos ni lo pretenden, pero ayudan. El Nirvana - Dormir es mi favorito para dormir. Epsilon y Chakra del amor para meditar. Hay m...Opinión completa"
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,La mejor aplicación gratis que encuentras
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,"Excelente, intuitiva y con muchas opciones. La mejor app que tengo en mi celular."
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,Me gusto mucho me gustaría q tuviera una opción más fa fácil para compartir la aplicación
Remente - Desarrollo personal,Remente,Salud y bienestar,4.3,500000,"Me encanta!!! ❤ Desde que empezó la cuarentena del virus covid 19 la tengo, he aprendido demasiado y me ha apoyado en todo. Es un buen coach personal"
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"No es la primera vez que intento ocupar una aplicación que me ayude con mis problemas, pero esta ha sido la única que me ha hecho sentir bien, sus respuestas son cálidas y bien hechas, te hacen sentir cómoda y como si alguien te apoyara sin importar lo que piensen los demás, jamás había sentido tant...Opinión completa"
Salud Mental - psicólogo,USD Apps,Salud y bienestar,3.0,1000,
Cíngulo: Terapia Guiada,Cíngulo,Salud y bienestar,4.9,1000000,Me ha hecho bien! Excelente ! Súper recomendable.
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Me encanta, además te avisa par que no se te pase resolver las preguntas. Las preguntas son buenas! 💜"
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,"Hola la app es genial, quiero continuar meditando pero hace una semana no logro avanzar de la sesión 13, por error en descarga. Agradecería que me ayuden!"
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"Esta aplicacion es muy buena , mantiene mi cerebro activo me hace pensar y actuar mas rapido y me mantenjo relajada. Lo recomiendo."
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,"Es una aplicación muy buena, me ha servido y me ha encantado. Pero preferiría tener publicidad antes de cada meditación a estar pagando mensual y anualmente"
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,"Genial!!! Las melodías son hermosas. El sonido, único."
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"App muy práctica! losProfesionales que trabajan en esta aplicación, són buenos en su trabajo.Lo que encontras aqui: te ayudaran a llegar del Punto A al Punto B, hay un seguimiento de tus emociones y herramientas muy eficaces que podrás usar en caso de que tu Terapeuta no este disponible(son humanos ...Opinión completa"
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,"Basura,hace que te sientas peor,busquen información por otro lado."
"Control y Monitor: Ansiedad, Ánimo y Autoestima",TwoCats App,Estilo de vida,4.6,1000000,"La idea es muy buena y sin duda ayuda mucho emocionalmente, pero me gustaría que disponga de mayor variedad de actividades, test, consejos diarios, frases positivas o recuerdos de registros de felicidad y que traiga menos anuncios"
Cíngulo: Terapia Guiada,Cíngulo,Salud y bienestar,4.9,1000000,"Hola ,creo que la app es muuuy buena ,con su evaluación me gusto mucho espero que pronto esté su versión en Español muchas gracias"
