App,Developer,Type,Rates,Downloads+,Last_reviews,Last_reviews_eng
Salud Mental by com.mexiz.app,com.mexiz.app,Salud y bienestar,4.6,1000,"Eh buscado en muchas paginas pero esta es buena aunque no para mi, como todas la paginas no me ayudan, soy una de esas personas que con solo que te escriban ""Tu puedes hacerlo, no te rindas, tente fe"" todo eso me resvala no se lo que me pasa no puedo tomarmelo en serio y yo quiero. Estoy mucho tiempo esncerrada , no salgo, no se hacer nada,no tengo animo, gereralmente siempre es NO. Creo que me converti en negativa en todo por mi papá siempre intento evitar una conversacion para terminar en discucion que asi fue toda la vida son problemas de padre e hija que eso me afecto en todo hasta con mis compañeros. Quiero consejos , respurstas a mi problema.","I have searched many pages but this is good but not for me, as all the pages do not help me, I am one of those people who just write to you ""You can do it, don't give up, have faith"" I know what happens to me, I can't take it seriously and I want to. I am locked up for a long time, I do not go out, I do not know how to do anything, I do not have the spirit, generally it is always NO. I think that I became negative in everything because of my dad. I always try to avoid a conversation to end up in a discussion that was the way of life. They are father and daughter problems that affected me even with my colleagues. I want advice, you answer my problem."
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"La aplicación está muy bien y van mejorando cositas. Las dos psicólogas que me han tratado se ven profesionales y muy dedicadas en su trabajo. Les agradezco sus intentos de ayudarme. También debo decir que supongo que cada caso es un mundo, pero para progresar de verdad también se necesitan meses o años de terapia, si tus problemas son ""reales"". Sale un poquito caro, pero si necesitas que te escuchen y te aconsejen está bien. Probadlo si os sentís estancados o no sabéis cómo solucionar algo, tal vez os puedan guiar un poco.","The application is very good and things are improving. The two psychologists who have treated me look professional and very dedicated in their work. I appreciate your attempts to help me. I must also say that I suppose that each case is a world, but to really progress it also takes months or years of therapy, if your problems are ""real"". It is a little expensive, but if you need to be listened to and advised you are fine. Try it if you feel stuck or don't know how to fix something, maybe they can guide you a bit."
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,Es una buena app para revisar el propio estado de animo y entenderse a sí mismo. Algunas preguntas son repetitivas u ofensivas y no parece que tengan en cuenta cuando uno las reporta como tales. EDIT. Funcona cada vez peor. Pierde entradas y me saltea preguntas aún estando en horario.,It is a good app to check your own mood and understand yourself. Some questions are repetitive or offensive and don't seem to count when you report them as such. EDIT. Funcona getting worse. He loses tickets and skips questions even while on schedule.
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,No le pongo 5 porque debería de haber opciones para quitar esos molestos anuncios porque está bien una versión gratuita con anuncios y otra con pago módico sin anuncios porque es muy invasivo eso y desconcentra demasiado.,I do not put 5 because there should be options to remove those annoying ads because a free version with ads and another with a modest payment without ads is fine because it is very invasive and it is too deconcentrated.
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Esta muy bien! Lo que me preocupa un poco,es si de repente me da ganas de ponet cosas personales.... Pero me siento segura por que tengo una clabe para que nadie me pueda ver nada. Pero no os aconsejaria poner algo un poco personal,solo cosas que te an pasado a lo largo del dia o cosas que quieras conentar con (Diario) que no creas aue si lo be alguien te cotestara de tal manera","It's very good! What worries me a little, is if I suddenly feel like putting personal things .... But I feel safe because I have a password so that nobody can see me. But I would not advise you to put something a little personal, only things that have happened to you throughout the day or things that you want to contain with (Diary) that you do not believe that if someone drinks it, it will cost you in such a way"
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,es muy bueno saber que existe esta App para aprender y apoyar a nuestra niña,It is very good to know that this App exists to learn and support our girl
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,Me encanta! Pero me gustaría que estuviera en español para poder recomendarla a mis familiares y amigos que no manejan el inglés. Sé que a ellos también les gustaría mucho está app!,I love it! But I would like it to be in Spanish so I can recommend it to my family and friends who don't speak English. I know that they would also like this app very much!
"Sparkle: Self-Care Checklist, Tracker & Journal",SmartWOD fitness apps,Salud y bienestar,4.6,10000,Está buena si pero está todo en inglés y complica aveses 😭😭,It is good if but it is all in English and complicates sometimes ses
PsicoTests,Psique Apps,Medicina,4.6,1000000,"La aplicación está ok, pero desde que le metieron publicidad se ha convertido en una basura, no para de avisar indebidamente solo con la intención de meter más publicidad, cada vez que haces un test tienes que tragarte varios anuncios forzosos, es ABUSIVO!! No me van a dar más opcion que borrar la aplicación o denunciarla por publicidad intrusiva.","The application is ok, but since they put advertising on it, it has become a garbage, it does not stop giving undue warning just with the intention of putting more advertising, every time you do a test you have to swallow several forced ads, it is ABUSIVE !! They will give me no choice but to delete the application or report it for intrusive advertising."
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,Me encantó. La estética es preciosa y definitivamente ayuda a entrar en calma. Con un mood tracker o uno de hábitos seria lo más perfecto. Se agradece que lo hayan puesto a la disposición de todo el mundo temporalmente. Definitivamente pagaré suscripción próximamente. Muy recomendado.,I loved. The aesthetic is beautiful and definitely helps to calm you down. With a mood tracker or one of habits it would be the most perfect. It is appreciated that they have made it available to everyone temporarily. I will definitely pay subscription soon. Highly recommended.
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Yo padezco ansiedad, tengo terapias y tomo medicamento. Esta aplicación la encontré sin buscarla y me encantó. A demás de que es muy bonita, es muy práctica para realizar los ejercicios que la psicóloga me recomienda. Le doy 5 sin pensarlo (y me encantan los conejos).","I suffer anxiety, I have therapies and I take medicine. I found this application without looking for it and I loved it. Besides that it is very beautiful, it is very practical to perform the exercises that the psychologist recommends. I give it 5 without thinking (and I love rabbits)."
Anxiety Tracker - Stress and Anxiety Log,Appstronaut Studios,Salud y bienestar,4.4,10000,Util y sencilla.,Useful and simple.
"Sanvello para el estrés, la ansiedad, la depresión",Sanvello Health Inc.,Medicina,4.6,1000000,"Es una aplicación que pienso que me puede ayudar con mi problema de depresión. Casi siempre estoy mal pero creo que esta aplicación me puede ayudar a ver las cosas de otra manera. Gracias. Después de utilizarla, me sorprendió muchísimo me ayudo de cierta forma ya que por la cuarentena no tengo citas con la psicóloga lo único seria que sea en español. Pero esta genial.","It is an application that I think can help me with my depression problem. I am almost always wrong but I think this application can help me see things differently. Thank you. After using it, I was very surprised, it helped me in a certain way since I don't have any appointments with the psychologist during the quarantine, the only serious thing is that it is in Spanish. But it's great."
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Una auto reflexión: la app nos lleva a autoreflexionar sobre ciertos pensamientos o ideas a través de preguntas diarias. Tenemos acceso a un diario personal (con límite de letras), nube de palabras y preguntas diarias. 🆒Tiene español y no hay rastro de publicidad. ✅Incluiría: frases inspiradoras o lecturas semanales/mensuales, respiración guiada, 2 o 3 sonidos de la naturaleza como bosque o las olas del mar, localización en hemisferio y un planificador diario.","A self-reflection: the app leads us to self-reflect on certain thoughts or ideas through daily questions. We have access to a personal diary (with letter limit), word cloud and daily questions. IeneIt has Spanish and there is no sign of advertising. ✅Include: inspirational phrases or weekly / monthly readings, guided breathing, 2 or 3 sounds of nature such as forest or ocean waves, hemisphere location and a daily planner."
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,"Es una app realmente buena, pero aún le queda un largo camino por recorrer. Felicidades a los creadores y mis mejores deseos.","It is a really good app, but you still have a long way to go. Congratulations to the creators and my best wishes."
